Theorem,Statement,Proof,References
4.3 (b),"Suppose $B$ is the closed unit ball of a normed space $X$. Define

$$
\left\|x^{*}\right\|=
\sup \left\{\left|\left\langle x, x^{*}\right\rangle\right|: x \in B\right\}
$$

for every $x^{*} \in X^{*}$: Let $B^{*}$ be the closed unit ball of $X^{*}$. For every $x \in X$,

$$
\|x\|=
\sup \left\{\left|\left\langle x, x^{*}\right\rangle\right|: x^{*} \in B^{*}\right\} .
$$

Consequently, $x^{*} \rightarrow\left\langle x, x^{*}\right\rangle$ is a bounded linear functional on $X^{*}$, of norm $\|x\|$.","Fix $x \in X$. The corollary to Theorem 3.3 shows that there exists $y^{*} \in B^{*}$ such that  $$ \left\langle x, y^{*}\right\rangle=\|x\| . $$  On the other hand,  $$ \left|\left\langle x, x^{*}\right\rangle\right| \leq\|x\|\left\|x^{*}\right\| \leq\|x\| $$  for every $x^{*} \in B^{*}$. Part (b) follows from (1) and (2).","To every self-adjoint operator $A$ in $H$ corresponds a unique resolution $E$ of the identity, on the Borel subsets of the real line, such that

$$
(A x, y)=\int_{-\infty}^{\infty} t d E_{x, y}(t) \quad(x \in \mathscr{D}(A), y \in H)
$$

Moreover, $E$ is concentrated on $\sigma(A) \subset(-\infty, \infty)$, in the sense that $E(\sigma(A))=I$.

As before, this $E$ will be called the spectral decomposition of $A$.;If $A \geq 0$, there exists a unique self-adjoint $B \geq 0$ such that $B^{2}=A$.;If $N$ is a normal operator in $H$, then $
\mathscr{D}(N)=\mathscr{D}\left(N^{*}\right)$;If $N$ is a normal operator in $H$, then $
\|N x\|=\left\|N^{*} x\right\|$ for every $x \in \mathscr{D}(N)$;If $N$ is a normal operator in $H$, then $N$ is maximally normal.;If the semigroup $\{Q(t)\}$ satisfies the preceding hypotheses, then there are constants $C, \gamma$ such that

$$
\|Q(t)\| \leq C e^{\gamma t} \quad(0 \leq t<\infty)
$$;If the semigroup $\{Q(t)\}$ satisfies the preceding hypotheses, then $t \rightarrow Q(t) x$ is a continuous map of $[0, \infty)$ into $X$, for every $x \in X$;If the semigroup $\{Q(t)\}$ satisfies the preceding hypotheses, then $\mathscr{D}(A)$ is dense in $X$ and $A$ is closed;If the semigroup $\{Q(t)\}$ satisfies the preceding hypotheses, then the differential equation

$$
\frac{d}{d t} Q(t) x=A Q(t) x=Q(t) A x
$$

holds for every $x \in \mathscr{D}(A)$;If the semigroup $\{Q(t)\}$ satisfies the preceding hypotheses, then for every $x \in X$,

$$
Q(t) x=\lim _{\varepsilon \rightarrow 0}\left(\exp \left(t A_{\varepsilon}\right)\right) x
$$

the convergence being uniform on every compact subset of $[0, \infty)$;If the semigroup $\{Q(t)\}$ satisfies the preceding hypotheses, and if $\lambda \in \mathscr{C}$ and $\operatorname{Re} \lambda>\gamma$, the integral

$$
R(\lambda) x=\int_{0}^{\infty} e^{-\lambda t} Q(t) x d t
$$

defines an operator $R(\lambda) \in \mathscr{B}(X)$ [the so-called resolvent of $\{Q(t)\}]$ whose range is $\mathscr{D}(A)$ and which inverts $\lambda I-A$;If $\{Q(t)\}$ is as in Theorem 13.35, then any of the following three conditions implies the other two:

(a) $\mathscr{D}(A)=X$.

(b) $\lim _{\varepsilon \rightarrow 0}\|Q(\varepsilon)-I\|=0$.

(c) $A \in \mathscr{B}(X)$ and $Q(t)=e^{t A} \quad(0 \leq t<\infty)$.;A densely defined operator $A$ in a Banach space $X$ is the infinitesimal generator of a semigroup $\{Q(t)\}$ as in Definition 13.34 if and only if there are constants $C, \gamma$ so that

$$
\left\|(\lambda I-A)^{-m}\right\| \leq C(\lambda-\gamma)^{-m}
$$

for all $\lambda>\gamma$ and all positive integers $m$.;Assume that $\{Q(t): 0 \leq t<\infty\}$ is a semigroup of normal operators $Q(t) \in \mathscr{B}(H)$, which satisfies the continuity condition

$$
\lim _{t \rightarrow 0}\|Q(t) x-x\|=0 \quad(x \in H)
$$

The infinitesimal generator $A$ of $\{Q(t)\}$ is then a normal operator in $H$, there is $a \gamma<\infty$ such that $\operatorname{Re} \lambda \leq \gamma$ for every $\lambda \in \sigma(A)$, and

$$
Q(t)=e^{t A} \quad(0 \leq t<\infty)
$$

that

If each $Q(t)$ is unitary, then there is a self-adjoint operator $S$ in $H$ such

$$
Q(t)=e^{i t S} \quad(0 \leq t<\infty)
$$

This representation of unitary semigroups is a classical theorem of M. H. Stone.;Let $\Omega$ be open in $\mathcal{C}$, let $X$ be a complex Fr\'echet space, and assume that $f: \Omega \rightarrow X$ is weakly holomorphic: $f$ is strongly continuous in $\Omega$.;Let $\Omega$ be open in $\mathcal{C}$, let $X$ be a complex Fr\'echet space, and assume that $f: \Omega \rightarrow X$ is weakly holomorphic: The Cauchy theorem and the Cauchy formula hold: If $\Gamma$ is a closed path in $\Omega$ such that $\operatorname{Ind}_{\Gamma}(w)=0$ for every $w \notin \Omega$, then

$$
\int_{\Gamma} f(\zeta) d \zeta=0
$$

and

$$
f(z)=\frac{1}{2 \pi i} \int_{\Gamma}(\zeta-z)^{-1} f(\zeta) d \zeta
$$

if $z \in \Omega$ and $\operatorname{Ind}_{\Gamma}(z)=1$. If $\Gamma_{1}$ and $\Gamma_{2}$ are closed paths in $\Omega$ such that

$$
\operatorname{Ind}_{\Gamma_{1}}(w)=\operatorname{Ind}_{\Gamma_{2}}(w)
$$

for every $w \notin \Omega$, then

$$
\int_{\Gamma_{1}} f(\zeta) d \zeta=\int_{\Gamma_{2}} f(\zeta) d \zeta
$$;Let $\Omega$ be open in $\mathcal{C}$, let $X$ be a complex Fr\'echet space, and assume that $f: \Omega \rightarrow X$ is weakly holomorphic: fis strongly holomorphic in $\Omega$.;Suppose $X$ is a complex topological vector space on which $X^{*}$ separates points. Suppose $f: \mathbb{C} \rightarrow X$ is weakly holomorphic and $f(\mathscr{C})$ is a weakly bounded subset of $X$. Then $f$ is constant.;  ;  ; "
4.3 (c),"Suppose $B$ is the closed unit ball of a normed space $X$. Define

$$
\left\|x^{*}\right\|=
\sup \left\{\left|\left\langle x, x^{*}\right\rangle\right|: x \in B\right\}
$$

for every $x^{*} \in X^{*}$: $B^{*}$ is weak*-compact.","Since the open unit ball $U$ of $X$ is dense in $B$, the definition of $\left\|x^{*}\right\|$ shows that $x^{*} \in B^{*}$ if and only if $\left|\left\langle x, x^{*}\right\rangle\right| \leq 1$ for every $x \in U$. Part $(c)$ now follows directly from Theorem 3.15.",Self-adjoint operators are maximally symmetric.;  ;  ; 
4.4,"If $X$ and $Y$ are normed spaces and if $\Lambda \in \mathscr{B}(X, Y)$, then

$$
\|\Lambda\|=\sup \left\{\left|\left\langle\Lambda x, y^{*}\right\rangle\right|:\|x\| \leq 1,\left\|y^{*}\right\| \leq 1\right\}
$$","Apply $(b)$ of Theorem 4.3 with $Y$ in place of $X$. This gives  $$ \|\Lambda x\|=\sup \left\{\left|\left\langle\Lambda x, y^{*}\right\rangle\right|:\left\|y^{*}\right\| \leq 1\right\} $$  for every $x \in X$. To complete the proof, recall that  $$ \|\Lambda\|=\sup \{\|\Lambda x\|:\|x\| \leq 1\} . $$","Suppose $B$ is the closed unit ball of a normed space $X$. Define

$$
\left\|x^{*}\right\|=
\sup \left\{\left|\left\langle x, x^{*}\right\rangle\right|: x \in B\right\}
$$

for every $x^{*} \in X^{*}$: This norm makes $X^{*}$ into a Banach space.;Suppose $B$ is the closed unit ball of a normed space $X$. Define

$$
\left\|x^{*}\right\|=
\sup \left\{\left|\left\langle x, x^{*}\right\rangle\right|: x \in B\right\}
$$

for every $x^{*} \in X^{*}$: Let $B^{*}$ be the closed unit ball of $X^{*}$. For every $x \in X$,

$$
\|x\|=
\sup \left\{\left|\left\langle x, x^{*}\right\rangle\right|: x^{*} \in B^{*}\right\} .
$$

Consequently, $x^{*} \rightarrow\left\langle x, x^{*}\right\rangle$ is a bounded linear functional on $X^{*}$, of norm $\|x\|$.;Suppose $B$ is the closed unit ball of a normed space $X$. Define

$$
\left\|x^{*}\right\|=
\sup \left\{\left|\left\langle x, x^{*}\right\rangle\right|: x \in B\right\}
$$

for every $x^{*} \in X^{*}$: $B^{*}$ is weak*-compact.;  ;  ; "
4.7 (a),"Under the hypotheses that $X$ is a Banach space, $M$ is a subspace of $X$, and $N$ is a subspace of $X^{*}$; neither $M$ nor $N$ is assumed to be closed: ${ }^{\perp}\left(M^{\perp}\right)$ is the norm-closure of $M$ in $X$, and","If $x \in M$, then $\left\langle x, x^{*}\right\rangle=0$ for every $x^{*} \in M^{\perp}$, so that $x \in{ }^{\perp}\left(M^{\perp}\right)$. Since ${ }^{\perp}\left(M^{\perp}\right)$ is norm-closed, it contains the norm-closure $\bar{M}$ of $M$. On the other hand, if $x \notin \bar{M}$ the Hahn-Banach theorem yields an $x^{*} \in M^{\perp}$ such that $\left\langle x, x^{*}\right\rangle \neq 0$. Thus $x \notin^{\perp}\left(M^{\perp}\right)$, and $(a)$ is proved.",
4.7 (b),"Under the hypotheses that $X$ is a Banach space, $M$ is a subspace of $X$, and $N$ is a subspace of $X^{*}$; neither $M$ nor $N$ is assumed to be closed: $\left({ }^{\perp} N\right)^{\perp}$ is the weak*-closure of $N$ in $X^{*}$","Similarly, if $x^{*} \in N$, then $\left\langle x, x^{*}\right\rangle=0$ for every $x \in{ }^{\perp} N$, so that $x^{*} \in\left({ }^{\perp} N\right)^{\perp}$. This weak*-closed subspace of $X^{*}$ contains the weak*closure $\tilde{N}$ of $N$. If $x^{*} \notin \tilde{N}$, the Hahn-Banach theorem (applied to the locally convex space $X^{*}$ with its weak*-topology) implies the existence of an $x \in{ }^{\perp} N$ such that $\left\langle x, x^{*}\right\rangle \neq 0$; thus $x^{*} \notin\left({ }^{\perp} N\right)^{\perp}$, which proves $(b)$.",
4.9 (a),"Let $M$ be a closed subspace of a Banach space $X$: The Hahn-Banach theorem extends each $m^{*} \in M^{*}$ to a functional $x^{*} \in X^{*}$. Define

$$
\sigma m^{*}=x^{*}+M^{\perp} \text {. }
$$

Then $\sigma$ is an isometric isomorphism of $M^{*}$ onto $X^{*} / M^{\perp}$","If $x^{*}$ and $x_{1}^{*}$ are extensions of $m^{*}$, then $x^{*}-x_{1}^{*}$ is in $M^{\perp}$; hence $x^{*}+M^{\perp}=x_{1}^{*}+M^{\perp}$. Thus $\sigma$ is well defined. A trivial verification shows that $\sigma$ is linear. Since the restriction of every $x^{*} \in X^{*}$ to $M$ is a member of $M^{*}$, the range of $\sigma$ is all of $X^{*} / M^{\perp}$. Fix $m^{*} \in M^{*}$. If $x^{*} \in X^{*}$ extends $m^{*}$, it is obvious that $\left\|m^{*}\right\| \leq\left\|x^{*}\right\|$. The greatest lower bound of the numbers $\left\|x^{*}\right\|$ so obtained is $\left\|x^{*}+M^{\perp}\right\|$, by the definition of the quotient norm. Hence $\left\|m^{*}\right\| \leq\left\|\sigma m^{*}\right\| \leq\left\|x^{*}\right\|$. But Theorem 3.3 furnishes an extension $x^{*}$ of $m^{*}$ with $\left\|x^{*}\right\|=\left\|m^{*}\right\|$. It follows that $\left\|\sigma m^{*}\right\|=\left\|m^{*}\right\|$. This completes $(a)$.","To every self-adjoint operator $A$ in $H$ corresponds a unique resolution $E$ of the identity, on the Borel subsets of the real line, such that

$$
(A x, y)=\int_{-\infty}^{\infty} t d E_{x, y}(t) \quad(x \in \mathscr{D}(A), y \in H)
$$

Moreover, $E$ is concentrated on $\sigma(A) \subset(-\infty, \infty)$, in the sense that $E(\sigma(A))=I$.

As before, this $E$ will be called the spectral decomposition of $A$.;If $A \geq 0$, there exists a unique self-adjoint $B \geq 0$ such that $B^{2}=A$.;If $N$ is a normal operator in $H$, then $
\mathscr{D}(N)=\mathscr{D}\left(N^{*}\right)$;If $N$ is a normal operator in $H$, then $
\|N x\|=\left\|N^{*} x\right\|$ for every $x \in \mathscr{D}(N)$;If $N$ is a normal operator in $H$, then $N$ is maximally normal.;If the semigroup $\{Q(t)\}$ satisfies the preceding hypotheses, then there are constants $C, \gamma$ such that

$$
\|Q(t)\| \leq C e^{\gamma t} \quad(0 \leq t<\infty)
$$;If the semigroup $\{Q(t)\}$ satisfies the preceding hypotheses, then $t \rightarrow Q(t) x$ is a continuous map of $[0, \infty)$ into $X$, for every $x \in X$;If the semigroup $\{Q(t)\}$ satisfies the preceding hypotheses, then $\mathscr{D}(A)$ is dense in $X$ and $A$ is closed;If the semigroup $\{Q(t)\}$ satisfies the preceding hypotheses, then the differential equation

$$
\frac{d}{d t} Q(t) x=A Q(t) x=Q(t) A x
$$

holds for every $x \in \mathscr{D}(A)$;If the semigroup $\{Q(t)\}$ satisfies the preceding hypotheses, then for every $x \in X$,

$$
Q(t) x=\lim _{\varepsilon \rightarrow 0}\left(\exp \left(t A_{\varepsilon}\right)\right) x
$$

the convergence being uniform on every compact subset of $[0, \infty)$;If the semigroup $\{Q(t)\}$ satisfies the preceding hypotheses, and if $\lambda \in \mathscr{C}$ and $\operatorname{Re} \lambda>\gamma$, the integral

$$
R(\lambda) x=\int_{0}^{\infty} e^{-\lambda t} Q(t) x d t
$$

defines an operator $R(\lambda) \in \mathscr{B}(X)$ [the so-called resolvent of $\{Q(t)\}]$ whose range is $\mathscr{D}(A)$ and which inverts $\lambda I-A$;If $\{Q(t)\}$ is as in Theorem 13.35, then any of the following three conditions implies the other two:

(a) $\mathscr{D}(A)=X$.

(b) $\lim _{\varepsilon \rightarrow 0}\|Q(\varepsilon)-I\|=0$.

(c) $A \in \mathscr{B}(X)$ and $Q(t)=e^{t A} \quad(0 \leq t<\infty)$.;A densely defined operator $A$ in a Banach space $X$ is the infinitesimal generator of a semigroup $\{Q(t)\}$ as in Definition 13.34 if and only if there are constants $C, \gamma$ so that

$$
\left\|(\lambda I-A)^{-m}\right\| \leq C(\lambda-\gamma)^{-m}
$$

for all $\lambda>\gamma$ and all positive integers $m$.;Assume that $\{Q(t): 0 \leq t<\infty\}$ is a semigroup of normal operators $Q(t) \in \mathscr{B}(H)$, which satisfies the continuity condition

$$
\lim _{t \rightarrow 0}\|Q(t) x-x\|=0 \quad(x \in H)
$$

The infinitesimal generator $A$ of $\{Q(t)\}$ is then a normal operator in $H$, there is $a \gamma<\infty$ such that $\operatorname{Re} \lambda \leq \gamma$ for every $\lambda \in \sigma(A)$, and

$$
Q(t)=e^{t A} \quad(0 \leq t<\infty)
$$

that

If each $Q(t)$ is unitary, then there is a self-adjoint operator $S$ in $H$ such

$$
Q(t)=e^{i t S} \quad(0 \leq t<\infty)
$$

This representation of unitary semigroups is a classical theorem of M. H. Stone.;Let $\Omega$ be open in $\mathcal{C}$, let $X$ be a complex Fr\'echet space, and assume that $f: \Omega \rightarrow X$ is weakly holomorphic: $f$ is strongly continuous in $\Omega$.;Let $\Omega$ be open in $\mathcal{C}$, let $X$ be a complex Fr\'echet space, and assume that $f: \Omega \rightarrow X$ is weakly holomorphic: The Cauchy theorem and the Cauchy formula hold: If $\Gamma$ is a closed path in $\Omega$ such that $\operatorname{Ind}_{\Gamma}(w)=0$ for every $w \notin \Omega$, then

$$
\int_{\Gamma} f(\zeta) d \zeta=0
$$

and

$$
f(z)=\frac{1}{2 \pi i} \int_{\Gamma}(\zeta-z)^{-1} f(\zeta) d \zeta
$$

if $z \in \Omega$ and $\operatorname{Ind}_{\Gamma}(z)=1$. If $\Gamma_{1}$ and $\Gamma_{2}$ are closed paths in $\Omega$ such that

$$
\operatorname{Ind}_{\Gamma_{1}}(w)=\operatorname{Ind}_{\Gamma_{2}}(w)
$$

for every $w \notin \Omega$, then

$$
\int_{\Gamma_{1}} f(\zeta) d \zeta=\int_{\Gamma_{2}} f(\zeta) d \zeta
$$;Let $\Omega$ be open in $\mathcal{C}$, let $X$ be a complex Fr\'echet space, and assume that $f: \Omega \rightarrow X$ is weakly holomorphic: fis strongly holomorphic in $\Omega$.;Suppose $X$ is a complex topological vector space on which $X^{*}$ separates points. Suppose $f: \mathbb{C} \rightarrow X$ is weakly holomorphic and $f(\mathscr{C})$ is a weakly bounded subset of $X$. Then $f$ is constant.;  ;  ; "
4.9 (b),"Let $M$ be a closed subspace of a Banach space $X$ and let $\pi: X \rightarrow X / M$ be the quotient map. Put $Y=X / M$. For each $y^{*} \in Y^{*}$, define

$$
\tau y^{*}=y^{*} \pi \text {. }
$$

Then $\tau$ is an isometric isomorphism of $Y^{*}$ onto $M^{\perp}$","If $x \in X$ and $y^{*} \in Y^{*}$, then $\pi x \in Y$; hence $x \rightarrow y^{*} \pi x$ is a continuous linear functional on $X$ which vanishes for $x \in M$. Thus $\tau y^{*} \in M^{\perp}$. The linearity of $\tau$ is obvious. Fix $x^{*} \in M^{\perp}$. Let $N$ be the null space of $x^{*}$. Since $M \subset N$, there is a linear functional $\Lambda$ on $Y$ such that $\Lambda \pi=x^{*}$. The null space of $\Lambda$ is $\pi(N)$, a closed subspace of $Y$, by the definition of the quotient topology in $Y=X / M$. By Theorem 1.18, $\Lambda$ is continuous, that is, $\Lambda \in Y^{*}$. Hence $\tau \Lambda=\Lambda \pi=x^{*}$. The range of $\tau$ is therefore all of $M^{\perp}$. It remains to be shown that $\tau$ is an isometry. Let $B$ be the open unit ball in $X$. Then $\pi B$ is the open unit ball of $Y=\pi X$. Since $\tau y^{*}=y^{*} \pi$, we have $\left\|\tau y^{*}\right\| =\left\|y^{*} \pi\right\|= \sup \left\{\left|\left\langle\pi x, y^{*}\right\rangle\right|: x \in B\right\} =\sup \left\{\left|\left\langle y, y^{*}\right\rangle\right|: y \in \pi B\right\}=\left\|y^{*}\right\|$ for every $y^{*} \in Y^{*}$.","Let $\Lambda$ be a linear functional on a topological vector space $X$. Assume $\Lambda x \neq 0$ for some $x \in X$. Then each of the following four properties implies the other three:

(a) $\Lambda$ is continuous.

(b) The null space $\mathcal{N}(\Lambda)$ is closed.

(c) $\mathcal{N}(\Lambda)$ is not dense in $X$.

(d) $\Lambda$ is bounded in some neighborhood $V$ of 0 .;  ;  ; "
5.10,"Let $\left\{z_{0}, \ldots, z_{n}\right\},\left\{w_{0}, \ldots, w_{n}\right\}$ be Pick-Nevanlinna data. Let $E$ be the set of all holomorphic functions $f$ in $U$ such that $|f|<1$ and $f\left(z_{i}\right)=w_{i}$ for $0 \leq i \leq n$. If $E$ is not empty, then $E$ contains a finite Blaschke product.","Without loss of generality, assume $z_{0}=w_{0}=0$. We will show that there is a holomorphic function $F$ in $U$ which satisfies  $$ \operatorname{Re} F(z)>0 \quad \text { for } z \in U, F(0)=1 \text {, } $$  $$ F\left(z_{i}\right)=\beta_{i}=\frac{1+w_{i}}{1-w_{i}} \quad \text { for } 1 \leq i \leq n $$  and which has the form  $$ F(z)=\sum_{k=1}^{N} c_{k} \frac{a_{k}+z}{a_{k}-z} $$  where $c_{k}>0, \sum c_{k}=1$, and $\left|a_{k}\right|=1$. Once such an $F$ is found, put $\boldsymbol{B}=(F-1) /(F+1)$. This is a finite Blaschke product that satisfies $B\left(z_{i}\right)=w_{i}$ for $0 \leq i \leq n$.  Let $K$ be the set of all holomorphic functions $F$ in $U$ that satisfy (1).  Associate to each $\mu \in M(T)=C(T)^{*}$ the function  $$ F_{\mu}(z)=\int_{-\pi}^{\pi} \frac{e^{i \theta}+z}{e^{i \theta}-z} d \mu\left(e^{i \theta}\right) \quad(z \in U) $$  If $P$ is the set of all Borel probability measures on $T$, then $\mu \leftrightarrow F_{\mu}$ is a one-to-one correspondence between $P$ and $K$ (Theorems 11.9 and 11.30 of [23]). Define $\Lambda: M(T) \rightarrow \mathbb{C}^{n}$ by  $$ \Lambda \mu=\left(F_{\mu}\left(z_{1}\right), \ldots, F_{\mu}\left(z_{n}\right)\right) $$  Since $E$ is assumed to be nonempty, there exists $\mu_{0} \in P$ such that  $$ \Lambda \mu_{0}=\beta=\left(\beta_{1}, \ldots, \beta_{n}\right) . $$  Since $P$ is convex and weak ${ }^{*}$-compact, and since $\Lambda$ is linear and weak*-continuous, $\Lambda(P)$ is a convex compact set in $\mathscr{C}=R^{2 n}$. Since $\beta \in \Lambda(P), \beta$ is a convex combination of $N \leq 2 n+1$ extreme points of $\Lambda(P)$ (Exercise 19, Chapter 3). If $\gamma$ is an extreme point of $\Lambda(P)$, then $\Lambda^{-1}(\gamma)$ is an extreme set of $K$, and every extreme point of $\Lambda^{-1}(\gamma)$ (their existence follows from the Krein-Milman theorem) is an extreme point of $P$. It follows that there are extreme points $\mu_{1}, \ldots, \mu_{N}$ of $P$ and positive numbers $c_{k}$ with $\sum c_{k}=1$, such that  $$ \Lambda\left(c_{1} \mu_{1}+\cdots+c_{N} \mu_{N}\right)=\beta $$  Being an extreme point of $P$, each $\mu_{k}$ that occurs in (7) has a single point $a_{k} \in T$ for its support; hence  $$ F_{\mu_{k}}(z)=\frac{a_{k}+z}{a_{k}-z} $$  If $F$ is now defined by (3), it follows from (7) and (8) that $F$ satisfies (1) and (2).",
5.13 (a),"Let $G$ be a compact group, suppose $f \in C(G)$, and define $H_{L}(f)$ to be the convex hull of the set of all left translates of $f$: $s \rightarrow L_{s}$ f is a continuous map from $G$ into $C(G)$","Fix $\varepsilon>0$. Since $f$ is continuous, there corresponds to each $a \in G$ a neighborhood $W_{a}$ of $e$ such that $|f(x)-f(a)|<\varepsilon$ if $x a^{-1} \in$ $W_{a}$. The continuity of the group operations gives neighborhoods $V_{a}$ of $e$ which satisfy $V_{a}^{-1} V_{a} \subset W_{a}$. Since $G$ is compact, there is a finite set $A \subset G$ such that  $$ G=\bigcup_{a \in A} V_{a} \cdot a $$  Put  $$ V=\bigcap_{a \in A} V_{a} . $$  Choose $x, y \in G$ so that $y x^{-1} \in V$, and choose $a \in A$ so that $y a^{-1} \in$ $V_{a}$. Then $|f(y)-f(a)|<\varepsilon$, and since $x a^{-1}=\left(x y^{-1}\right)\left(y a^{-1}\right) \in V^{-1} V_{a} \subset$ $W_{a}$, we also have $|f(x)-f(a)|<\varepsilon$.  Thus $|f(x)-f(y)|<2 \varepsilon$ whenever $y x^{-1} \in V$.  For any $s \in G,(y s)(x s)^{-1}=y x^{-1}$. Hence $y x^{-1} \in V$ implies that $|f(x s)-f(y s)|<2 \varepsilon$. This is just another way of saying that  $$ \left\|L_{x} f-L_{y} f\right\|<2 \varepsilon $$  whenever $y$ lies in the neighborhood $V x$ of $x$. This proves $(a)$.",
5.13 (b),"Let $G$ be a compact group, suppose $f \in C(G)$, and define $H_{L}(f)$ to be the convex hull of the set of all left translates of $f$: the closure of $H_{L}(f)$ is compact in $C(G)$","As a consequence of $(a),\left\{L_{x} f: x \in G\right\}$ is compact in the Banach space $C(G)$. Hence $(b)$ follows from part (c) of Theorem 3.20.","If $A_{1}, \ldots, A_{n}$ are compact convex sets in a topological vector space $X$, then $\operatorname{co}\left(A_{1} \cup \cdots \cup A_{n}\right)$ is compact.;If $X$ is a locally convex topological vector space and $E \subset X$ is totally bounded, then $\operatorname{co}(E)$ is totally bounded.;If $X$ is a Fr\'echet space and $K \subset X$ is compact, then $\overline{c o}(K)$ is compact.;If $K$ is a compact set in $R^{n}$, then $c o(K)$ is compact.;  ;  ; "
