Type,Formula#,Type#,latex
11.2,1,Theorem,"
\[
y=\tilde{f}(x),
\]"
11.2,4,Proposition," $\quad\left\|\pi\left(x_{1} x_{2}\right)\right\| \leq\left\|\left(x_{1}+y_{1}\right)\left(x_{2}+y_{2}\right)\right\| \leq\left\|x_{1}+y_{1}\right\|\left\|x_{2}+y_{2}\right\|$,"
11.2,5,Proposition,"
\[
\left\|\pi\left(x_{1}\right) \pi\left(x_{2}\right)\right\| \leq\left\|\pi\left(x_{1}\right)\right\|\left\|\pi\left(x_{2}\right)\right\| .
\]"
11.2,2,Theorem,"
\[
2 Q_{n}(\lambda)=P_{n}(\lambda)+\overline{P_{n}(\bar{\lambda})}
\]"
11.2,3,Theorem,"
\[
y_{n}=Q_{n}(x) \quad(n=1,2,3, \ldots)
\]"
11.28,12,Theorem," $\quad|F(x)| \leq\left|\Phi\left(x_{1}\right)\right|+\left|\Phi\left(x_{2}\right)\right| \leq\left\|x_{1}\right\|+\left\|x_{2}\right\| \leq \gamma\|x\|$."
11.28,8,Theorem,"
\[
w^{*} w=2 u^{2}+2 v^{2}-w w^{*}=2 u^{2}+2 v^{2}-z^{2} x .
\]"
11.28,9,Theorem," $\quad\left|F\left(u_{n}\right)\right|^{2} \leq F\left(u_{n}^{2}\right) \leq F\left(u_{n}^{2}+v_{n}^{2}\right) \leq\left\|u_{n}^{2}+v_{n}^{2}\right\| \rightarrow 0$."
11.28,11,Theorem,"$$
\[
F(x)=F(u)+i F(v)=\Phi\left(x_{1}\right)+i \Phi\left(x_{2}\right),
\]"
11.28,10,Theorem," $\quad x=x_{1}+i x_{2}, \quad x_{1} \in \bar{H}, \quad x_{2} \in \bar{H}, \quad\left\|x_{1}\right\|+\left\|x_{2}\right\| \leq \gamma\|x\|$."
11.28,7,Theorem,"
\[
w w^{*}=z y y^{*} z^{*}=z x z=z^{2} x
\]"
11.28,6,Theorem,"
\[
z y=w=u+i v,
\]"
11.28,4,Theorem,"
\[
\sigma(\gamma e-w) \subset[-\gamma, \gamma]
\]"
11.28,1,Theorem,"
\[
\sigma(z)=\hat{z}(\Delta) \quad(z \in B) .
\]"
11.28,2,Theorem,"
\[
\sigma(\alpha e-u) \subset[0, \alpha]
\]"
11.28,3,Theorem,"
\[
\|\gamma e-w\| \leq y .
\]"
11.7,4,Theorem,"
\[
h(P)=P(y),
\]"
11.7,1,Theorem,"
\[
J=\{a x+y: a \in A, y \in M\} .
\]"
11.7,3,Theorem,"
\[
h\left(g_{r}\right)=\exp \left(i y_{r}\right)=g_{r}(y) \quad(1 \leq r \leq n),
\]"
11.7,2,Theorem,"
\[
\frac{1}{f(x)}=\sum b_{m} e^{i m \cdot x} \quad \text { with } \quad \sum\left|b_{m}\right|<\infty \text {. }
\]"
11.7,1,Theorem,"
\[
f_{1}(z) \phi_{1}(z)+\cdots+f_{k}(z) \phi_{k}(z)=1 \quad\left(z \in \bar{U}^{n}\right) .
\]"
11.8,1,Definition,"
\[
\hat{x}(h)=h(x) \quad(h \in \Delta)
\]"
11.8,3,Definition,"
\[
W=\left\{\Lambda \in A^{*}:\left|\Lambda z_{i}-\Lambda_{0} z_{i}\right|<\varepsilon \text { for } 1 \leq i \leq 4\right\},
\]"
11.8,4,Definition,"
\[
\left|1-\Lambda_{0} e\right|=\left|h(e)-\Lambda_{0} e\right|<\varepsilon,
\]"
11.8,5,Definition,"
\[
\left|\Lambda_{0}(x y)-\Lambda_{0} x \Lambda_{0} y\right|<\left(1+\|x\|+\left|\Lambda_{0} y\right|\right) \varepsilon .
\]"
12.1,2,Theorem,"$$ $\left(x, T^{*} y\right)=0$ for every $x \in H$."
12.1,3,Theorem," $(T x, y)=0$ for every $x \in H$."
12.1,1,Theorem,"
\[
T^{*} y=0 .
\]"
12.1,4,Theorem,"
\[
y \in \mathscr{R}(T)^{\perp} .
\]"
12.16,8,Theorem,"
\[
\left\|\exp \left(M^{*}\right) T \exp \left(-N^{*}\right)\right\| \leq\|T\| .
\]"
12.16,9,Theorem," $\quad f(\lambda)=\exp \left(\lambda M^{*}\right) T \exp \left(-\lambda N^{*}\right) \quad(\lambda \in \mathscr{C})$."
12.16,4,Theorem," $\quad\left\|\exp \left(S-S^{*}\right)\right\|=1 \quad$ for every $S \in \mathscr{B}(H)$."
12.16,5,Theorem,"
\[
\exp (M) T=T \exp (N),
\]"
12.16,7,Theorem,"
\[
\exp \left(M^{*}\right) T \exp \left(-N^{*}\right)=U_{1} T U_{2}
\]"
12.16,6,Theorem,"
\[
T=\exp (-M) T \exp (N)
\]"
12.16,2,Theorem,"
\[
Q=\exp (V)=\sum_{n=0}^{\infty}\left(\frac{1}{n !}\right) V^{n}
\]"
12.16,3,Theorem,"
\[
Q^{*}=\exp \left(V^{*}\right)=\exp (-V)=Q^{-1}
\]"
12.16,1,Theorem,"$I \in \mathscr{B}(H), M$ ana $N$ are normal, and

\[
M T=T N .
\]"
12.16,0,Theorem,"nded entire $\mathscr{B}(H)$-valued function. By Liouville's theorem 3.32, $=T$, for every $\lambda \in \mathscr{C}$. Hence  becomes"
12.16,10,Theorem," $\exp \left(\lambda M^{*}\right) T=T \exp \left(\lambda N^{*}\right) \quad(\lambda \in \mathscr{C})$"
12.2,4,Theorem," $0 \leq\|\lambda x+y\|^{2}=|\lambda|^{2}\|x\|^{2}+2 \operatorname{Re}(\alpha \lambda)+\|y\|^{2}$."
12.2,5,Theorem,"$$
\[
0 \leq\|\lambda x+y\|^{2}=\|y\|^{2}-\frac{|\alpha|^{2}}{\|x\|^{2}}
\]"
12.2,2,Theorem,"$$
\[
\|x+y\| \leq\|x\|+\|y\| .
\]"
12.2,3,Theorem," $\quad\|y\| \leq\|\lambda x+y\| \quad$ for every $\lambda \in \mathbb{C}$"
12.2,1,Theorem,"
\[
|(x, y)| \leq\|x\|\|y\|
\]"
12.21,5,Theorem,"
\[
\Psi(s)=\sum_{i=1}^{n} \alpha_{i} E\left(\omega_{i}\right)
\]"
12.21,4,Theorem,"
\[
\Psi(\bar{f})=\Psi(f)^{*} \quad\left(f \in L^{\infty}(E)\right)
\]"
12.21,6,Theorem,"
\[
\Psi(s)^{*}=\sum_{i=1}^{n} \bar{\alpha}_{i} E\left(\omega_{i}\right)=\Psi(\bar{s})
\]"
12.21,7,Theorem,"
\[
\Psi(s) \Psi(t)=\Psi(s t)
\]"
12.21,3,Theorem,"
\[
\|\Psi(f) x\|^{2}=\int_{\Omega}|f|^{2} d E_{x, x} \quad\left(x \in H, f \in L^{\infty}(E)\right)
\]"
12.21,2,Theorem,"
\[
\Psi(f)=\int_{\Omega} f d E
\]"
12.21,1,Theorem," $\quad(\Psi(f) x, y)=\int_{\Omega} f d E_{x, y} \quad\left(x, y \in H, f \in L^{\infty}(E)\right)$."
12.21,12,Theorem,"
\[
\|\Psi(s) x\| \leq\|s\|_{\infty}\|x\|,
\]"
12.21,13,Theorem,"$\Psi(s) x=\alpha_{j} E\left(\omega_{j}\right) x=\alpha_{j} x$,"
12.21,11,Theorem," $\|\Psi(s) x\|^{2}=\left(\Psi(s)^{*} \Psi(s) x, x\right)=\left(\Psi\left(|s|^{2}\right) x, x\right)=\int_{\Omega}|s|^{2} d E_{x, x}$"
12.21,10,Theorem,"
\[
\Psi(s)^{*} \Psi(s)=\Psi(\bar{s}) \Psi(s)=\Psi(\bar{s} s)=\Psi\left(|s|^{2}\right)
\]"
12.21,14,Theorem,"
\[
\|\Psi(s)\|=\|s\|_{\infty} .
\]"
12.21,15,Theorem,"
\[
\|\Psi(f)\|=\|f\|_{\infty} \quad\left(f \in L^{\infty}(E)\right) .
\]"
12.21,16,Theorem,"
\[
\|f\|_{\infty}^{2}=\sup \left\{\int_{\Omega}|f|^{2} d E_{x, x}:\|x\| \leq 1\right\}
\]"
12.21,9,Theorem," $\quad(\Psi(s) x, y)=\sum_{i=1}^{n} \alpha_{i}\left(E\left(\omega_{i}\right) x, y\right)=\sum_{i=1}^{n} \alpha_{i} E_{x, y}\left(\omega_{i}\right)=\int_{\Omega} s d E_{x, y}$."
12.21,8,Theorem,"
\[
\Psi(\alpha s+\beta t)=\alpha \Psi(s)+\beta \Psi(t)
\]"
12.22,3,Theorem,"
\[
\|f(T)\| \leq \sup \{|f(\lambda)|: \lambda \in \sigma(T)\}
\]"
12.25,1,Theorem,"
\[
\left|\left(T x_{0}, x_{0}\right)\right|>\|T\|-\varepsilon
\]"
12.28,4,Theorem,"
\[
f_{n}(T) f(T)=E\left(\omega_{n}\right) \quad(n=1,2,3, \ldots) .
\]"
12.28,5,Theorem,"
\[
\mathscr{N}(f(T)) \subset \mathscr{R}\left(E\left(\omega_{0}\right)\right)
\]"
12.28,2,Theorem,"
\[
\mathscr{R}\left(E\left(\omega_{0}\right)\right) \subset \mathscr{N}(f(T))
\]"
12.28,3,Theorem,"
\[
f_{n}(\lambda)=\left\{\begin{array}{ll}
1 / f(\lambda) & \text { on } \omega_{n}, \\
0 & \text { elsewhere on } \sigma(T) .
\end{array}\right.
\]"
12.34,2,Theorem," $\quad\left(P^{2} x, x\right)=(P x, P x)=\|P x\|^{2} \quad(x \in H)$."
12.36,2,Theorem,"
\[
M=U N U^{-1} .
\]"
12.36,1,Theorem,"
\[
M=T N T^{-1} .
\]"
12.38,8,Theorem,"
\[
S T=M_{\lambda}=T S .
\]"
12.38,9,Theorem,"$$
\[
\left(M_{\lambda} g\right)(z)=(z-\lambda) g(z) \quad(z \in D, g \in H)
\]"
12.38,2,Theorem,"
\[
\int_{D}|f|^{2} d m_{2}<\infty
\]"
12.38,3,Theorem,"
\[
(f, g)=\int_{D} f \bar{g} d m_{2}
\]"
12.38,1,Theorem,"
\[
\Omega=\left\{\alpha \in \mathbb{C}: \alpha^{2} \in D\right\}
\]"
12.38,4,Theorem,"
\[
(M f)(z)=z f(z) \quad(f \in H, z \in D) .
\]"
12.38,5,Theorem,"$$
\[
\sum_{n=0}^{\infty}(n+1)^{-1}\left|a_{n}\right|^{2} \delta^{2 n+2}=\frac{1}{\pi} \int_{\Delta}|f|^{2} d m_{2}
\]"
12.38,7,Theorem," $\quad M_{\lambda}=M-\lambda I, \quad S=Q-\alpha I, \quad T=Q+\alpha I$,"
12.38,6,Theorem,"
\[
|f(z)| \leq \pi^{-1 / 2} \delta^{-1}\|f\| \quad(z \in K, f \in H),
\]"
12.39,3,Theorem,"
\[
f(e)=1, \quad f\left(z z^{*}\right)=\|z\|^{2},
\]"
12.39,2,Theorem,"
\[
\hat{x}_{0}(h)=\left\|\hat{x}_{0}\right\|_{\infty}=\left\|x_{0}\right\|=\|z\|^{2} .
\]"
12.39,1,Theorem," $\quad F(e)=1 \quad$ and $\quad F\left(z z^{*}\right)=\|z\|^{2}$."
12.39,4,Theorem,"
\[
\varphi(\hat{x})=F(x) \quad\left(x \in A_{1}\right) .
\]"
12.4,1,Theorem,"
\[
T_{u}\left(x^{*}\right)=T_{u}(x)^{*} \quad(x \in A),
\]"
12.4,2,Theorem,"$$
\[
\left\|T_{u}(x)\right\| \leq\|x\| \quad(x \in A),
\]"
12.4,3,Theorem,"
\[
F(e)=1 \quad \text { and } \quad F\left(u^{*} u\right)=\|u\|^{2}
\]"
12.4,7,Theorem,"
\[
F\left(b^{*} a\right)=F\left(a^{*} b\right)=0,
\]"
12.4,6,Theorem,"
\[
\left(a^{\prime}, b^{\prime}\right)=F\left(b^{*} a\right)
\]"
12.4,4,Theorem,"
\[
Y=\{y \in A: F(x y)=0 \text { for every } x \in A\} .
\]"
12.4,5,Theorem,"
\[
x^{\prime}=x+Y \quad(x \in A) .
\]"
12.4,11,Theorem,"$$
\[
\|T(x)\| \leq\|x\| \quad(x \in A) .
\]"
12.4,8,Theorem,"
\[
\left(a^{\prime}, a^{\prime}\right)=F\left(a^{*} a\right) \geq 0
\]"
12.4,9,Theorem,"
\[
T(x) a^{\prime}=(x a)^{\prime} .
\]"
12.4,10,Theorem,"$$
\[
T\left(x_{1}\right) T\left(x_{2}\right)=T\left(x_{1} x_{2}\right) \quad\left(x_{1} \in A, x_{2} \in A\right)
\]"
12.4,12,Theorem," $\left\|T(x) a^{\prime}\right\|^{2}=\left((x a)^{\prime},(x a)^{\prime}\right)=F\left(a^{*} x^{*} x a\right)$."
12.4,13,Theorem,"
\[
G\left(x^{*} x\right) \leq G(e)\|x\|^{2},
\]"
12.4,14,Theorem," $\left\|T(x) a^{\prime}\right\|^{2}=G\left(x^{*} x\right) \leq F\left(a^{*} a\right)\|x\|^{2}=\left\|a^{\prime}\right\|^{2}\|x\|^{2}$,"
12.4,15,Theorem,"
\[
\|u\|^{2}=F\left(u^{*} u\right)=\left\|T(u) e^{\prime}\right\|^{2} \leq\|T(u)\|^{2}
\]"
12.41,1,Theorem,"
\[
\sum_{u}\left\|\pi_{u}(v)\right\|^{2}<\infty
\]"
12.41,3,Theorem,"
\[
\pi_{u}(S v)=S_{u} \pi_{u}(v)
\]"
12.41,2,Theorem,"
\[
\left(v^{\prime}, v^{\prime \prime}\right)=\sum_{u}\left(\pi_{u}\left(v^{\prime}\right), \pi_{u}\left(v^{\prime \prime}\right)\right) \quad\left(v^{\prime}, v^{\prime \prime} \in H\right)
\]"
12.41,6,Theorem,"
\[
\left\|T_{u}(x)\right\| \leq\|x\|=\left\|T_{x}(x)\right\|,
\]"
12.41,7,Theorem,"
\[
\|T(x)\|=\sup _{u}\left\|T_{u}(x)\right\|=\|x\| .
\]"
12.41,5,Theorem,"
\[
\pi_{u}(T(x) v)=T_{u}(x)\left(\pi_{u}(v)\right)
\]"
12.41,4,Theorem,"
\[
\|S\|=\sup _{u}\left\|S_{u}\right\| .
\]"
12.44,4,Theorem,"
\[
\lim _{n \rightarrow \infty}\left\|y-A_{n} x\right\|=0
\]"
12.44,3,Theorem," $\quad\left\|y-A_{n} x\right\|^{2}=\left\|b(U) x-a_{n}(U) x\right\|^{2}=\int_{\sigma(U)}\left|b-a_{n}\right|^{2} d E_{x, x}$."
12.44,2,Theorem,"
\[
a_{n}(\lambda)=\frac{1}{n}\left(1+\lambda+\cdots+\lambda^{n-1}\right)
\]"
12.44,1,Theorem,"
\[
A_{n} x=\frac{1}{n}\left(x+U x+\cdots+U^{n-1} x\right)
\]"
12.5,3,Theorem,"
\[
(\Lambda x) z-(\Lambda z) x \in \mathscr{N}(\Lambda) \quad(x \in H)
\]"
12.5,2,Theorem,"$$
\[
\|y\|^{2}=(y, y)=\Lambda y \leq\|\Lambda\|\|y\|,
\]"
12.6,1,Theorem,"$$
\[
\left\|x_{n}+\cdots+x_{m}\right\|^{2}=\left\|x_{n}\right\|^{2}+\cdots+\left\|x_{m}\right\|^{2}
\]"
12.6,3,Theorem," $\quad\left\|\Lambda_{n}\right\|=\left\|x_{1}+\cdots+x_{n}\right\|=\left\{\left\|x_{1}\right\|^{2}+\cdots+\left\|x_{n}\right\|^{2}\right\}^{1 / 2}$."
12.6,2,Theorem,"$$
\[
\Lambda_{n} y=\sum_{i=1}^{n}\left(y, x_{i}\right) \quad(y \in H, n=1,2,3, \ldots)
\]"
12.7,1,Theorem,"
\[
(T x, y)+(T y, x)=0 \quad(x \in H, y \in H) .
\]"
12.7,2,Theorem," $\quad-i(T x, y)+i(T y, x)=0 \quad(x \in H, y \in H)$."
12.7,3,Theorem,"
\[
(T x, y)=0 \quad(x \in H, y \in H) .
\]"
12.8,6,Theorem,"
\[
T^{* *}=T \text {. }
\]"
12.8,7,Theorem,"
\[
\left\|T^{*} T\right\|=\|T\|^{2}
\]"
12.8,5,Theorem,"
\[
(S T)^{*}=T^{*} S^{*} \text {. }
\]"
12.8,4,Theorem,"
\[
(\alpha T)^{*}=\bar{\alpha} T^{*} .
\]"
12.8,1,Theorem,"$$
\[
M=\sup \{|f(x, y)|:\|x\|=\|y\|=1\}<\infty,
\]"
12.8,3,Theorem,"
\[
(T+S)^{*}=T^{*}+S^{*}
\]"
12.8,2,Theorem,"
\[
f(x, y)=(x, S y) \quad(x \in H, y \in H) .
\]"
13.1,7,Definition,"
\[
T(R+S) \supset T R+T S,
\]"
13.1,6,Definition,"
\[
(R+S)+T=R+(S+T), \quad(R S) T=R(S T)
\]"
13.1,4,Definition,"
\[
\mathscr{D}(S+T)=\mathscr{D}(S) \cap \mathscr{D}(T),
\]"
13.1,5,Definition,"$$
\[
\mathscr{D}(S T)=\{x \in \mathscr{D}(T): T x \in \mathscr{D}(S)\} .
\]"
13.1,1,Definition,"
\[
T \subset S .
\]"
13.1,2,Definition,"
\[
x \rightarrow(T x, y)
\]"
13.1,3,Definition,"
\[
(T x, y)=\left(x, T^{*} y\right) \quad[x \in \mathscr{D}(T)] .
\]"
13.11,1,Theorem," $\mathscr{G}\left(T^{-1}\right)=V \mathscr{G}(-T) \quad$ and $\quad V \mathscr{G}\left(T^{-1}\right)=\mathscr{G}(-T)$"
13.11,2,Theorem,"$$
\[
H \times H=V \mathscr{G}\left(T^{-1}\right) \oplus \mathscr{G}\left(\left(T^{-1}\right)^{*}\right)
\]"
13.11,3,Theorem," $\quad H \times H=V \mathscr{G}(-T) \oplus \mathscr{G}(-T)=\mathscr{G}\left(T^{-1}\right) \oplus V \mathscr{G}\left(T^{-1}\right)$."
13.11,4,Theorem,"
\[
\mathscr{G}\left(\left(T^{-1}\right)^{*}\right)=\left[V \mathscr{G}\left(T^{-1}\right)\right]^{\perp}=\mathscr{G}\left(T^{-1}\right)
\]"
13.12,2,Theorem,"
\[
\left(\{0, z\},\left\{-T^{*} y, y\right\}\right)=0
\]"
13.12,3,Theorem,"
\[
H \times H=V \mathscr{G}\left(T^{*}\right) \oplus \mathscr{G}\left(T^{* *}\right)
\]"
13.12,1,Theorem,"
\[
H \times H=\mathscr{G}(T) \oplus V \mathscr{G}\left(T^{*}\right)
\]"
13.12,0,Theorem,"(b) If $T^{\prime}$ is the restriction of $T$ to $\mathscr{D}\left(T^{*} T\right)$, then $\mathscr{G}\left(T^{\prime}\right)$ is dense in $\mathscr{G}(T)$."
13.12,4,Theorem,"
\[
\mathscr{G}\left(T^{* *}\right)=\left[V \mathscr{G}\left(T^{*}\right)\right]^{\perp}=\mathscr{G}(T)
\]"
13.12,5,Theorem,"
\[
h=B h+T^{*} C h=B h+T^{*} T B h=Q B h
\]"
13.12,6,Theorem,"
\[
(B h, h)=(B Q x, Q x)=(x, Q x) \geq 0,
\]"
13.14,1,Definition," $T \subset S, \quad S$ symmetric"
13.17,6,Definition,"
\[
U=(T-i I)(T+i I)^{-1}
\]"
13.17,5,Definition,"
\[
U(T x+i x)=T x-i x \quad(x \in \mathscr{D}(T))
\]"
13.17,4,Definition," $\quad \mathscr{D}(U)=\mathscr{R}(T+i I), \quad \mathscr{R}(U)=\mathscr{R}(T-i I)$,"
13.17,3,Definition," $\quad\|T x+i x\|^{2}=\|x\|^{2}+\|T x\|^{2}=\|T x-i x\|^{2} \quad(x \in \mathscr{D}(T))$."
13.17,2,Definition,"
\[
U=(T-i I)(T+i I)^{-1}
\]"
13.19,8,Theorem,"
\[
[\mathscr{R}(I-U)]^{\perp}=\mathscr{N}(I-U)=\{0\}
\]"
13.19,9,Theorem," $\quad\left(T^{*}+i I\right) y=(T+i I) y_{0}=\left(T^{*}+i I\right) y_{0}$."
13.19,14,Theorem," $\quad 2 i V z=S x-i x, \quad 2 i z=S x+i x \quad[z \in \mathscr{D}(V)]$,"
13.19,15,Theorem,"
\[
V(S x+i x)=S x-i x \quad[x \in \mathscr{D}(S)]
\]"
13.19,12,Theorem,"$$
\[
S x=i(z+V z) \quad \text { if } x=z-V z .
\]"
13.19,13,Theorem," $(S x, y)=i(z+V z, u-V u)=i(V z, u)-i(z, V u)$"
13.19,11,Theorem,"
\[
x=z-V z .
\]"
13.19,10,Theorem," $\quad\left((T-i I) x, y_{1}\right)=\left(x,\left(T^{*}+i I\right) y_{1}\right)=(x, 0)=0$."
13.19,1,Theorem,"$$ $z=T x+i x, \quad U z=T x-i x$"
13.19,2,Theorem,"$$
\[
(I-U) z=2 i x, \quad(I+U) z=2 T x
\]"
13.19,3,Theorem,"
\[
d E_{x, v}=\bar{f} d E_{x, z} \quad(x \in H, z \in H) .
\]"
13.19,7,Theorem,"
\[
\mathscr{R}(U)=\mathscr{R}(T-i I)=H .
\]"
13.19,6,Theorem,"
\[
\mathscr{D}(U)=\mathscr{R}(T+i I)=H
\]"
13.19,4,Theorem,"
\[
\mathscr{R}\left(I+T^{2}\right)=H
\]"
13.19,5,Theorem,"
\[
(T+i I)(T-i I)=I+T^{2}=(T-i I)(T+i I)
\]"
13.23,14,Theorem,"$$
\[
\int_{\Omega}\left|f_{n}\right|^{2} d E_{z, z}=\int_{\Omega}\left|\phi_{n}\right|^{2} d E_{v, v} \leq E_{v, v}(\Omega)
\]"
13.23,15,Theorem,"
\[
\Psi(g) \Psi(f) \subset \Psi(f) \Psi(g)
\]"
13.23,17,Theorem,"
\[
E(\omega) \Psi(f) x=\Psi(f) E(\omega) x=\Psi(f) x .
\]"
13.23,16,Theorem,"
\[
E(\omega) \Psi(f) \subset \Psi(f) E(\omega) .
\]"
13.23,12,Theorem,"$$
\[
\Psi\left(f_{n}\right)=\Psi(f) \Psi\left(\phi_{n}\right)
\]"
13.23,13,Theorem,"
\[
\Psi\left(\phi_{n}\right) v=\Psi\left(\bar{f}_{n}\right) z \quad(n=1,2,3, \ldots)
\]"
13.23,11,Theorem,"
\[
\Psi(\bar{f}) \subset \Psi(f)^{*}
\]"
13.23,10,Theorem,$\mathscr{D}(\Psi(f) \Psi(g))=\mathscr{D}_{g} \cap \mathscr{D}_{f g}$
13.23,3,Theorem," and hence (b).
se now that $x \in \mathscr{D}_{r}$ and $y \in \mathscr{D}_{\bar{r}}=\mathscr{D}_{r}$. It follows from "
13.23,8,Theorem," $\Psi(f) \Psi(g) x=\Psi(f g) x \quad\left(x \in \mathscr{D}_{g}, f \in L^{\infty}\right)$."
13.23,9,Theorem," $\quad \int_{\Omega}|f|^{2} d E_{y, y}=\int_{\Omega}|f g|^{2} d E_{x, x} \quad\left(x \in \mathscr{D}_{g}, f \in L^{\infty}\right)$."
13.23,18,Theorem,"
\[
\Psi(f)+\Psi(g) \subset \Psi(f+g) .
\]"
13.24,2,Theorem,"$$
\[
\|\Psi(f) x\|^{2}=\int_{\Omega}|f|^{2} d E_{x, x} \quad\left(x \in \mathscr{D}_{f}\right)
\]"
13.24,3,Theorem," $\quad \Psi(f) \Psi(g) \subset \Psi(f g) \quad$ and $\quad \mathscr{D}(\Psi(f) \Psi(g))=\mathscr{D}_{g} \cap \mathscr{D}_{f g}$"
13.24,1,Theorem," $\quad(\Psi(f) x, y)=\int_{\Omega} f d E_{x, y} \quad\left(x \in \mathscr{D}_{f}, y \in H\right)$"
13.24,4,Theorem,"
\[
\Psi(f)^{*}=\Psi(\bar{f})
\]"
13.24,7,Theorem," $\quad\left\|\Psi(f) x-\Psi\left(f_{n}\right) x\right\|^{2} \leq \int_{\Omega}\left|f-f_{n}\right|^{2} d E_{x, x} \rightarrow 0 \quad$ as $n \rightarrow \infty$,"
13.24,6,Theorem,"
\[
\|\Psi(f) x\|^{2} \leq \int_{\Omega}|f|^{2} d E_{x, x} \quad\left(x \in \mathscr{D}_{f}\right)
\]"
13.3,1,Theorem,"
\[
(A x, y)=\int_{-\infty}^{\infty} t d E_{x, y}(t) \quad(x \in \mathscr{D}(A), y \in H) .
\]"
13.3,2,Theorem,"$$
\[
(U x, y)=\int_{\Omega} \lambda d E_{x, y}^{\prime}(\lambda) \quad(x \in H, y \in H) .
\]"
13.3,6,Theorem,"
\[
A(I-U)=i(I+U),
\]"
13.3,7,Theorem," $\quad(A x, y)=\int_{\Omega} f d E_{x, y}^{\prime} \quad[x \in \mathscr{D}(A), y \in H]$."
13.3,5,Theorem,"
\[
\Psi(f)(I-U)=i(I+U) .
\]"
13.3,4,Theorem," $(\Psi(f) x, y)=\int_{\Omega} f d E_{x, y}^{\prime} \quad\left(x \in \mathscr{D}_{f}, y \in H\right)$."
13.3,8,Theorem,"
\[
E(f(\omega))=E^{\prime}(\omega)
\]"
13.32,27,Theorem,"$$
\[
E(\omega)=Q E(\omega)=Q E^{\prime}(\omega) \quad \text { if } \omega \subset \tilde{\omega} .
\]"
13.32,18,Theorem," $\sum_{i=1}^{\infty} \int|\lambda|^{2} d E_{x_{i}, x_{i}}^{i}(\lambda)=\sum_{i=1}^{\infty}\left\|N P_{i} x_{i}\right\|^{2}=\sum_{i=1}^{\infty}\left\|P_{i} N x\right\|^{2}=\|N x\|^{2}$."
13.32,24,Theorem,"$$
\[
E(\omega)=E^{T}(\phi(\omega))
\]"
13.32,30,Theorem,"
\[
S E(\omega)=E(\omega) S
\]"
13.32,25,Theorem,"$$
\[
N Q=\int f d E
\]"
13.32,19,Theorem,"
\[
\mathscr{D}(N) \subset \mathscr{D}(M)
\]"
13.32,21,Theorem," $\quad\left\{Q_{i} x, Q_{i} N x\right\} \in \mathscr{G}(M) \quad[x \in \mathscr{D}(N), i=1,2,3, \ldots]$."
13.32,20,Theorem," $\quad P_{i} N x=N P_{i} x=M P_{i} x \quad[x \in \mathscr{D}(N), i=1,2,3, \ldots]$"
13.32,22,Theorem,"
\[
T=N\left(I+\sqrt{N^{*} N}\right)^{-1},
\]"
13.32,23,Theorem,"
\[
T=\int \phi d E,
\]"
13.32,8,Theorem,"
\[
\mathscr{R}\left(P_{i}\right) \subset \mathscr{D}(N) \quad(i=1,2,3, \ldots)
\]"
13.32,9,Theorem,"
\[
\left(N P_{i}\right)^{*} \subset\left(P_{i} N\right)^{*}=N^{*} P_{i}
\]"
13.32,2,Theorem,"
\[
\left\|y_{i}-x\right\| \rightarrow 0 \text { as } i \rightarrow \infty
\]"
13.32,3,Theorem,"
\[
\left\|N y_{i}-N x\right\| \rightarrow 0 \text { as } i \rightarrow \infty .
\]"
13.32,1,Theorem,"
\[
\|N y\|=\left\|N^{*} y\right\| \quad \text { if } y \in \mathscr{D}\left(N^{*} N\right) .
\]"
13.32,4,Theorem,"
\[
\left\|N^{*} y_{i}-z\right\| \rightarrow 0 \text { as } i \rightarrow \infty
\]"
13.32,5,Theorem,"
\[
\left\|N^{*} x\right\|=\|z\|=\lim \left\|N^{*} y_{i}\right\|=\lim \left\|N y_{i}\right\|=\|N x\| .
\]"
13.32,7,Theorem,"
\[
\mathscr{D}(M)=\mathscr{D}\left(M^{*}\right) \subset \mathscr{D}\left(N^{*}\right)=\mathscr{D}(N) \subset \mathscr{D}(M)
\]"
13.32,6,Theorem,"
\[
\mathscr{D}\left(N^{*}\right) \subset \mathscr{D}\left(N^{* *}\right)=\mathscr{D}(N) .
\]"
13.32,12,Theorem," $\quad E^{i}(\omega) P_{i} x=P_{i} E^{i}(\omega) x \in \mathscr{R}\left(P_{i}\right) \quad(x \in H, i=1,2,3, \ldots)$"
13.32,13,Theorem," $\quad \sum_{i=1}^{\infty}\left\|E^{i}(\omega) P_{i} x\right\|^{2} \leq \sum_{i=1}^{\infty}\left\|P_{i} x\right\|^{2}=\|x\|^{2}$,"
13.32,11,Theorem,"
\[
\left\|N P_{i} x\right\|=\left\|N^{*} P_{i} x\right\|=\left\|\left(N P_{i}\right)^{*} x\right\| \quad(x \in H) .
\]"
13.32,10,Theorem,"
\[
\left(N P_{i}\right)^{*}=N^{*} P_{i},
\]"
13.32,14,Theorem,"
\[
E(\omega)=\sum_{i=1}^{\infty} E^{i}(\omega) P_{i}
\]"
13.32,28,Theorem," $(Q S Q)(N Q)=Q S N Q \subset Q N S Q \subset(N Q)(Q S Q)$."
13.32,29,Theorem,"$$
\[
Q_{n} S E(\omega)=E(\omega) S Q_{n} \quad(n=1,2,3, \ldots)
\]"
